START_DATE*,END_DATE*,CATEGORY*,START*,STOP*,MILES*,PURPOSE*,LABEL,LABEL
2/21/2016 11:39,2/21/2016 11:43,Business,Unknown Location,Electronic City,2.4,Errand/Supplies,6
2/21/2016 11:47,2/21/2016 12:01,Business,Electronic City,Electronic City,4.6,Errand/Supplies,6
2/21/2016 12:13,2/21/2016 12:35,Business,Electronic City,Unknown Location,8.8,Meal/Entertain,7
2/21/2016 12:51,2/21/2016 13:12,Business,Unknown Location,Unknown Location,8.3,Temporary Site,10
2/21/2016 13:33,2/21/2016 14:30,Business,Unknown Location,Unknown Location,22.7,Temporary Site,10
2/21/2016 14:36,2/21/2016 15:03,Business,Unknown Location,Electronic City,13,Temporary Site,10
2/21/2016 15:14,2/21/2016 15:31,Business,Electronic City,Noorpur Shahan,8.1,Temporary Site,10
2/21/2016 15:36,2/21/2016 15:41,Business,Noorpur Shahan,Unknown Location,2.2,Meal/Entertain,7
2/21/2016 16:04,2/21/2016 16:32,Business,Unknown Location,Unknown Location,9.7,,0
2/21/2016 23:15,2/21/2016 23:52,Business,Unknown Location,Rawalpindi,20,Meeting,8
2/22/2016 21:54,2/22/2016 22:09,Business,Whitefield,Commercial Street,8.1,Customer Visit,5
2/24/2016 14:30,2/24/2016 14:35,Business,Race Course Road,Preston,1.5,,0
2/24/2016 15:19,2/24/2016 15:25,Business,Preston,Race Course Road,1.7,Errand/Supplies,6
2/25/2016 16:27,2/25/2016 16:35,Business,Race Course Road,Heritage Pines,3.1,Errand/Supplies,6
2/25/2016 16:47,2/25/2016 17:02,Business,Heritage Pines,Race Course Road,3.2,Errand/Supplies,6
2/25/2016 17:16,2/25/2016 17:36,Business,Race Course Road,Tanglewood,6,Meal/Entertain,7
2/25/2016 18:22,2/25/2016 18:39,Business,Tanglewood,Race Course Road,5.8,Meal/Entertain,7
2/26/2016 9:06,2/26/2016 9:29,Business,Race Course Road,Shivaji Nagar,6.3,,0
2/26/2016 11:05,2/26/2016 11:11,Personal,Shivaji Nagar,Race Course Road,1.7,,0
2/26/2016 11:35,2/26/2016 11:59,Business,Commercial Street,Saint Mark's Road,10.6,Meeting,8
2/26/2016 13:01,2/26/2016 13:24,Business,Saint Mark's Road,Commercial Street,9.9,Meeting,8
2/26/2016 14:38,2/26/2016 14:46,Personal,Race Course Road,Shivaji Nagar,1.9,,0
2/26/2016 15:00,2/26/2016 15:18,Personal,Shivaji Nagar,ITPL Main Rd,4.2,,0
2/26/2016 17:01,2/26/2016 17:12,Personal,ITPL Main Rd,Race Course Road,2,,0
2/28/2016 5:22,2/28/2016 5:38,Business,Race Course Road,Race Course Road,7.7,Meeting,8
2/28/2016 9:26,2/28/2016 9:42,Business,Race Course Road,Race Course Road,6.8,Meeting,8
2/29/2016 11:07,2/29/2016 11:14,Personal,Race Course Road,Shivaji Nagar,2.1,,0
2/29/2016 11:30,2/29/2016 11:40,Business,Commercial Street,UB City,3.8,Meeting,8
2/29/2016 12:36,2/29/2016 12:48,Business,UB City,Commercial Street,5.6,Meeting,8
2/29/2016 14:55,2/29/2016 15:03,Business,Race Course Road,ITPL Main Rd,2.6,,0
2/29/2016 16:40,2/29/2016 17:00,Business,ITPL Main Rd,Race Course Road,6.6,Customer Visit,5
3/1/2016 18:47,3/1/2016 19:10,Business,Race Course Road,Wayne Ridge,8,Meal/Entertain,7
3/1/2016 21:27,3/1/2016 21:45,Business,Wayne Ridge,Race Course Road,8,Meeting,8
3/3/2016 9:45,3/3/2016 9:52,Personal,Race Course Road,Shivaji Nagar,2.2,,0
3/3/2016 11:04,3/3/2016 11:10,Business,Shivaji Nagar,Race Course Road,2.3,Errand/Supplies,6
3/3/2016 14:44,3/3/2016 14:58,Business,Race Course Road,Northwoods,5.2,Meal/Entertain,7
3/3/2016 15:27,3/3/2016 15:48,Business,Commercial Street,Kammanahalli Main Rd,7.6,Customer Visit,5
3/3/2016 16:02,3/3/2016 16:42,Business,Kammanahalli Main Rd,Commercial Street,17.3,Meeting,8
3/4/2016 7:47,3/4/2016 8:06,Business,Commercial Street,Saint Mark's Road,9.9,Meeting,8
3/4/2016 9:46,3/4/2016 10:03,Business,Saint Mark's Road,Commercial Street,9.9,Customer Visit,5
3/4/2016 11:46,3/4/2016 12:06,Business,Commercial Street,Saint Mark's Road,10.4,Meeting,8
3/4/2016 13:03,3/4/2016 13:25,Business,Saint Mark's Road,Commercial Street,10.9,Meeting,8
3/4/2016 13:40,3/4/2016 14:09,Business,Commercial Street,Kammanahalli Main Rd,15.7,Customer Visit,5
3/4/2016 15:56,3/4/2016 16:08,Business,Kammanahalli Main Rd,Kammanahalli Main Rd,4.9,Meal/Entertain,7
3/4/2016 16:16,3/4/2016 16:22,Business,Kammanahalli Main Rd,Depot Historic District,0.8,Errand/Supplies,6
3/4/2016 16:43,3/4/2016 17:12,Business,Kammanahalli Main Rd,Commercial Street,13.5,Meeting,8
3/4/2016 19:02,3/4/2016 19:08,Business,Commercial Street,Whitefield,1.9,Temporary Site,10
3/4/2016 19:16,3/4/2016 19:25,Business,Whitefield,Commercial Street,2,Meal/Entertain,7
3/5/2016 11:44,3/5/2016 11:59,Business,Commercial Street,Whitefield,6.5,Meal/Entertain,7
3/5/2016 12:57,3/5/2016 13:12,Personal,Weston,Weston,4.2,,0
3/5/2016 14:08,3/5/2016 14:18,Personal,Whitefield,Commercial Street,3.5,,0
3/5/2016 14:39,3/5/2016 15:01,Business,Race Course Road,Wayne Ridge,7.8,Meal/Entertain,7
3/5/2016 16:52,3/5/2016 17:13,Business,Commercial Street,Whitefield,7.8,Meal/Entertain,7
3/5/2016 17:23,3/5/2016 17:34,Business,Whitefield,Commercial Street,3.9,Meal/Entertain,7
3/7/2016 9:10,3/7/2016 9:20,Business,Race Course Road,Edgehill Farms,2.8,Errand/Supplies,6
3/7/2016 9:23,3/7/2016 9:47,Business,Commercial Street,Kammanahalli Main Rd,12.4,Customer Visit,5
3/7/2016 12:10,3/7/2016 12:26,Business,Kammanahalli Main Rd,Kammanahalli Main Rd,5.9,Customer Visit,5
3/7/2016 13:57,3/7/2016 14:18,Business,Kammanahalli Main Rd,Museum Rd,9.4,Meeting,8
3/7/2016 15:19,3/7/2016 15:45,Business,Kammanahalli Main Rd,Commercial Street,11.9,Between Offices,2
3/8/2016 14:38,3/8/2016 14:55,Business,Race Course Road,Race Course Road,7.2,Between Offices,2
3/8/2016 15:35,3/8/2016 16:00,Business,Race Course Road,Race Course Road,7.6,Meal/Entertain,7
3/8/2016 16:13,3/8/2016 16:25,Personal,Race Course Road,Race Course Road,1.6,,0
3/10/2016 3:36,3/10/2016 3:53,Business,Commercial Street,Whitefield,8.4,Meeting,8
3/10/2016 10:08,3/10/2016 10:37,Business,East Austin,West University,12.8,Meeting,8
3/10/2016 14:39,3/10/2016 14:55,Business,West University,South Congress,2.3,,0
3/10/2016 16:18,3/10/2016 16:28,Business,South Congress,Arts District,1.6,,0
3/11/2016 9:47,3/11/2016 9:59,Business,The Drag,Congress Ave District,2,Meal/Entertain,7
3/11/2016 10:29,3/11/2016 10:36,Business,Congress Ave District,Hosur Road,0.8,,0
3/11/2016 11:57,3/11/2016 12:04,Business,Hosur Road,Red River District,1.2,,0
3/11/2016 13:43,3/11/2016 13:51,Business,Red River District,Hosur Road,1,,0
3/11/2016 19:21,3/11/2016 19:35,Business,South Congress,The Drag,2.1,,0
3/12/2016 9:13,3/12/2016 9:22,Business,The Drag,South Congress,2.2,,0
3/12/2016 18:27,3/12/2016 18:37,Personal,South Congress,The Drag,1.9,,0
3/13/2016 9:07,3/13/2016 9:37,Business,The Drag,Convention Center District,5.7,Meal/Entertain,7
3/13/2016 18:23,3/13/2016 18:43,Business,South Congress,North Austin,8.4,Meal/Entertain,7
3/13/2016 20:07,3/13/2016 20:28,Business,Georgian Acres,The Drag,6.2,Meal/Entertain,7
3/13/2016 20:39,3/13/2016 20:58,Business,The Drag,North Austin,10.5,Meal/Entertain,7
3/13/2016 21:11,3/13/2016 21:23,Business,North Austin,Coxville,7.2,Meal/Entertain,7
3/13/2016 22:19,3/13/2016 22:39,Business,Coxville,The Drag,12.5,,0
3/14/2016 8:34,3/14/2016 8:49,Business,The Drag,South Congress,2,Errand/Supplies,6
3/14/2016 18:39,3/14/2016 18:55,Business,South Congress,The Drag,2.7,,0
3/15/2016 8:45,3/15/2016 8:57,Business,The Drag,Convention Center District,2,Meal/Entertain,7
3/15/2016 20:48,3/15/2016 21:01,Business,Hosur Road,The Drag,2.8,Meal/Entertain,7
3/16/2016 11:34,3/16/2016 11:45,Business,The Drag,Congress Ave District,1.7,Meal/Entertain,7
3/16/2016 14:44,3/16/2016 14:55,Business,Convention Center District,West University,2,,0
3/16/2016 18:43,3/16/2016 18:56,Business,West University,Congress Ave District,2.1,Meal/Entertain,7
3/17/2016 0:33,3/17/2016 0:44,Personal,Hosur Road,The Drag,1.7,,0
3/17/2016 12:52,3/17/2016 15:11,Business,Austin,Katy,136,Customer Visit,5
3/17/2016 15:16,3/17/2016 15:58,Business,Katy,JC Road,30.2,Meeting,8
3/17/2016 17:20,3/17/2016 18:02,Business,Brigade Road,Alief,15.5,Meal/Entertain,7
3/17/2016 18:47,3/17/2016 19:09,Personal,JC Road,JC Road,4.9,,0
3/17/2016 20:57,3/17/2016 21:28,Personal,JC Road,JC Road,12.6,,0
3/17/2016 21:48,3/17/2016 22:04,Personal,Sharpstown,Brigade Road,10.4,,0
3/18/2016 7:15,3/18/2016 7:21,Business,Brigade Road,Brigade Road,1.1,Meal/Entertain,7
3/18/2016 8:35,3/18/2016 8:43,Business,Brigade Road,Brigade Road,1.1,Meal/Entertain,7
3/18/2016 18:24,3/18/2016 19:08,Business,Brigade Road,Sharpstown,13.2,Meeting,8
3/18/2016 19:23,3/18/2016 19:29,Business,Sharpstown,Sharpstown,1,Errand/Supplies,6
3/18/2016 21:01,3/18/2016 21:15,Business,Sharpstown,Brigade Road,9.2,Customer Visit,5
3/19/2016 9:10,3/19/2016 9:25,Business,Brigade Road,Sharpstown,9.4,Meal/Entertain,7
3/19/2016 12:50,3/19/2016 13:13,Business,JC Road,Sugar Land,12,Customer Visit,5
3/19/2016 14:01,3/19/2016 14:57,Business,Sugar Land,JC Road,35.1,Customer Visit,5
3/19/2016 15:34,3/19/2016 16:38,Business,JC Road,Galveston,36.5,Meal/Entertain,7
3/19/2016 17:17,3/19/2016 17:32,Business,Galveston,Port Bolivar,3.1,Meal/Entertain,7
3/19/2016 17:37,3/19/2016 17:47,Business,Port Bolivar,Port Bolivar,2.1,Errand/Supplies,6
3/19/2016 17:52,3/19/2016 18:00,Business,Port Bolivar,Port Bolivar,1.2,,0
3/19/2016 18:53,3/19/2016 19:29,Business,Port Bolivar,Galveston,7.5,Meeting,8
3/19/2016 19:33,3/19/2016 20:39,Business,Galveston,JC Road,57,Customer Visit,5
3/20/2016 7:37,3/20/2016 7:48,Business,Brigade Road,Washington Avenue,5.9,Meeting,8
3/20/2016 11:42,3/20/2016 11:56,Business,Washington Avenue,Brigade Road,6.2,Meeting,8
3/20/2016 17:08,3/20/2016 17:34,Business,Brigade Road,Sharpstown,10.4,,0
3/20/2016 18:34,3/20/2016 18:40,Personal,Sharpstown,Briar Meadow,1.2,,0
3/20/2016 18:45,3/20/2016 19:06,Business,Briar Meadow,Brigade Road,9.6,Customer Visit,5
3/21/2016 10:21,3/21/2016 10:26,Personal,Brigade Road,Hosur Road,1,,0
3/21/2016 16:05,3/21/2016 16:13,Business,Hosur Road,Brigade Road,0.9,Meal/Entertain,7
3/21/2016 18:59,3/21/2016 19:15,Business,Brigade Road,Sharpstown,8.8,,0
3/21/2016 20:18,3/21/2016 20:55,Business,Sharpstown,Brigade Road,25.6,Meal/Entertain,7
3/22/2016 6:17,3/22/2016 6:43,Business,Brigade Road,Greater Greenspoint,23,Meal/Entertain,7
3/22/2016 12:06,3/22/2016 12:24,Personal,Whitefield,Commercial Street,8.1,,0
3/22/2016 19:12,3/22/2016 19:25,Personal,Race Course Road,Race Course Road,1.4,,0
3/23/2016 14:37,3/23/2016 14:42,Personal,Race Course Road,Preston,1.7,,0
3/23/2016 14:53,3/23/2016 14:59,Personal,Preston,Race Course Road,1.6,,0
3/24/2016 19:47,3/24/2016 19:54,Personal,Race Course Road,Shivaji Nagar,2,,0
3/24/2016 20:34,3/24/2016 20:40,Business,Shivaji Nagar,Race Course Road,2.2,,0
3/25/2016 13:24,3/25/2016 16:22,Business,Commercial Street,Latta,144,Customer Visit,5
3/25/2016 16:52,3/25/2016 22:22,Business,Latta,Jacksonville,310.3,Customer Visit,5
3/25/2016 22:54,3/26/2016 1:39,Business,Jacksonville,Kissimmee,201,Meeting,8
3/26/2016 14:05,3/26/2016 14:29,Personal,Couples Glen,Isles of Buena Vista,6.7,,0
